theme,site,n_obs,n_vfolds,target_variable,rmse,mtry,min_n,last_targets_date,importance_surface_downwelling_shortwave_flux_in_air,importance_air_temperature,importance_relative_humidity,importance_surface_downwelling_longwave_flux_in_air,importance_northward_wind,importance_eastward_wind,importance_air_pressure,importance_precipitation_flux
beetles,TALL,27,10,richness,1.3886561375836761,2,7,12/31/2022,31.08243199060882,21.793659451705366,16.969405343584004,20.94758694499579,12.993228303479645,22.19340768851118,20.641233715062164,15.977650265756727
beetles,TEAK,16,5,richness,1.7275443599586668,3,22,12/31/2022,0,0,0,0,0,0,0,0
beetles,TOOL,8,5,richness,1.659421679,7,5,12/31/2022,6.578295238095237,14.65183333333333,56.16033333333334,3.0641857142857143,4.345964285714285,15.1523619,6.027690476190474,5.726485714285714
beetles,TREE,19,5,richness,3.483275766625808,2,10,12/31/2022,47.99152296661028,91.26623046,89.23036949145623,75.03251702284639,27.81977900492181,42.856535250645464,42.13929013,23.498649204630944
beetles,UKFS,29,10,richness,8.481377886227525,8,31,12/31/2022,0,0,0,0,0,0,0,0
beetles,UNDE,17,5,richness,3.8573929127125464,2,30,12/31/2022,0,0,0,0,0,0,0,0
beetles,WOOD,18,5,richness,2.731145601570026,3,6,12/31/2022,54.69646109723613,45.56748651169091,195.23043554288853,38.99404649957884,68.13653097001033,95.07211344,81.39537581536106,67.64343900854047
beetles,WREF,20,5,richness,3.2311024496292284,7,25,12/31/2022,0,0,0,0,0,0,0,0
beetles,YELL,15,5,richness,5.157107261504909,7,38,12/31/2022,0,0,0,0,0,0,0,0
phenology,ABBY,821,10,gcc_90,0.002956276,6,4,12/31/2022,0.017895494779013275,0.065400287,0.01821939,0.005899571,0.006129217,0.005628042,0.006444054,0.007059645
phenology,BARR,464,10,gcc_90,0.002106305,7,3,12/31/2022,0.006176238,0.007603999,0.007989312,0.002948644,0.001621313,0.003474741,0.001748185,0.001875106
phenology,BART,822,10,gcc_90,0.010635998257536783,3,9,12/31/2022,0.3877881620807406,0.6883728226724632,0.2150761442366289,0.040230657,0.053324231136986075,0.060707201195627676,0.042533275,0.034111810771989486
phenology,BLAN,828,10,gcc_90,0.008164608,3,7,12/31/2022,0.32364624093695443,0.552126091,0.24973079109746416,0.029741662544031867,0.042772748184906256,0.040916697,0.041222895,0.035506334
phenology,BONA,547,10,gcc_90,0.002292179,4,7,12/31/2022,0.050225041,0.094878321,0.009454231,0.002263332,0.002564037,0.01274349,0.003188291,0.001840998
phenology,CLBJ,824,10,gcc_90,0.004584072,5,6,12/31/2022,0.10369248087413326,0.19649691406313596,0.073059501,0.015153452,0.00674591,0.014225485043825791,0.015423125,0.014106964739641195
phenology,CPER,821,10,gcc_90,0.007348823,4,38,12/31/2022,0.027037892,0.011692407980299427,0.030197050712084277,0.0028535,0.004249352,0.009733154,0.003411684,0.003968398
phenology,DCFS,824,10,gcc_90,0.006261722,4,9,12/31/2022,0.071893549,0.109695899,0.049137398,0.011915128017984132,0.015853543984050616,0.050413285,0.009647577,0.014732325
phenology,DEJU,593,10,gcc_90,0.001381628,4,3,12/31/2022,0.035104683,0.061875656609423915,0.006664751,0.001678183,0.001548017,0.007215375,0.001209279,0.001068015
phenology,DELA,827,10,gcc_90,0.005605153,7,5,12/31/2022,0.034557489,0.3039474613557825,0.20018247825645522,0.014966772552836127,0.019479134327247804,0.027198620391367466,0.029223999,0.017191151242135452
phenology,DSNY,823,10,gcc_90,0.008494773,2,2,12/31/2022,0.1739247575100239,0.204147214,0.16430676265820157,0.069078043,0.088532342,0.066322703,0.070292019,0.076184595
phenology,GRSM,827,10,gcc_90,0.006618054,3,2,12/31/2022,0.20588133172244233,0.5510340892121947,0.31162945230110495,0.038441058,0.051130137868405895,0.043183421,0.060472224,0.038288229
phenology,GUAN,805,10,gcc_90,0.004571962,6,3,12/31/2022,0.019914995504351416,0.036287112,0.035915587979174615,0.021721886975059765,0.015259724386340682,0.037174866,0.014252255062646619,0.05236362
phenology,HARV,808,10,gcc_90,0.008482704,4,2,12/31/2022,0.39276020100660486,0.9446544930089408,0.17084387892707398,0.060018230718293125,0.04388179,0.059966555121995384,0.071050646,0.056007232
phenology,HEAL,584,10,gcc_90,0.005262682,3,4,12/31/2022,0.1353884241504051,0.12610767356925712,0.032299693,0.013304078560517157,0.011513858619723066,0.024043862697115875,0.015260078,0.018339394
phenology,JERC,823,10,gcc_90,0.003250644,6,5,12/31/2022,0.022458872824056505,0.018536183068643908,0.019203307,0.005382359,0.007382419,0.010958602886086992,0.008458653,0.006183022
phenology,JORN,826,10,gcc_90,0.002571946,4,2,12/31/2022,0.018740309,0.010920774,0.007392793,0.006132775,0.006146325,0.008162796,0.005497966,0.005630963
phenology,KONA,821,10,gcc_90,0.018199377,3,28,12/31/2022,0.1077292845129118,0.068933929,0.12199338537647744,0.028235476569105473,0.042040579,0.079180735,0.034763568,0.040259613
phenology,KONZ,819,10,gcc_90,0.006831246,6,6,12/31/2022,0.47712056445566076,0.30535799086046966,0.16466648320365285,0.019421818818042377,0.026401275517087406,0.051682462,0.037432111,0.030934924162016385
phenology,LAJA,798,10,gcc_90,0.006145075,6,6,12/31/2022,0.0556669,0.054808155,0.039485407294243526,0.017678316,0.024567897579033035,0.024359506356970213,0.019967413606375245,0.051222121
phenology,LENO,808,10,gcc_90,0.006069824,5,6,12/31/2022,0.079507909,0.30498114780148117,0.14105330012368034,0.015439975813017846,0.023340215559716493,0.025751201,0.035495171,0.018785819
phenology,MLBS,818,10,gcc_90,0.006395003,3,8,12/31/2022,0.14219167718957315,0.30763905015434295,0.11212309603114658,0.017093035680190098,0.018907947,0.020561212760770328,0.021024241375038267,0.016676185
phenology,MOAB,811,10,gcc_90,0.002281902,7,5,12/31/2022,0.008854805,0.010537123226914758,0.007954888,0.002735178,0.002583248,0.004379312,0.00291184,0.005433068
